date,variable,description,universe,usProp,usPropSE,usCount,usCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE,NJProp,NJPropSE,NJCount,NJCountSE,NMProp,NMPropSE,NMCount,NMCountSE,NYProp,NYPropSE,NYCount,NYCountSE,NCProp,NCPropSE,NCCount,NCCountSE,NDProp,NDPropSE,NDCount,NDCountSE,OHProp,OHPropSE,OHCount,OHCountSE,OKProp,OKPropSE,OKCount,OKCountSE,ORProp,ORPropSE,ORCount,ORCountSE,PAProp,PAPropSE,PACount,PACountSE,RIProp,RIPropSE,RICount,RICountSE,SCProp,SCPropSE,SCCount,SCCountSE,SDProp,SDPropSE,SDCount,SDCountSE,TNProp,TNPropSE,TNCount,TNCountSE,TXProp,TXPropSE,TXCount,TXCountSE,UTProp,UTPropSE,UTCount,UTCountSE,VTProp,VTPropSE,VTCount,VTCountSE,VAProp,VAPropSE,VACount,VACountSE,WAProp,WAPropSE,WACount,WACountSE,WVProp,WVPropSE,WVCount,WVCountSE,WIProp,WIPropSE,WICount,WICountSE,WYProp,WYPropSE,WYCount,WYCountSE
Jul 2015,ispBundle,Home Internet is Part of a Bundle,internetAtHome,0.609518,0.003424,56145286,381531,0.516497,0.031365,696330,41276,0.546585,0.026305,120025,6379,0.54991,0.023467,1006836,57481,0.451706,0.026435,364804,28210,0.552137,0.010338,5887527,134798,0.60132,0.031172,989751,55348,0.763163,0.020596,804239,33591,0.793218,0.022087,231789,9996,0.628981,0.019424,148015,6243,0.643734,0.015384,3833466,111828,0.568005,0.018175,1652799,61467,0.575241,0.023255,206923,12094,0.379286,0.017314,192366,10517,0.59583,0.015992,2338575,69398,0.552219,0.026387,1091783,48722,0.516673,0.036214,514965,43254,0.553025,0.024307,466191,28793,0.66519,0.023144,876672,37707,0.506516,0.016864,664931,27032,0.612306,0.02503,273281,12826,0.727538,0.021562,1305469,49472,0.782781,0.014111,1593545,47788,0.668507,0.02622,1945136,79494,0.62723,0.017619,1153284,45078,0.511539,0.035167,381635,38729,0.489281,0.025241,821973,44955,0.510369,0.026334,162041,6779,0.636539,0.023218,347215,13962,0.583274,0.026414,540794,30830,0.704739,0.018401,302871,11209,0.831692,0.014277,2220170,59280,0.417023,0.025693,230042,18318,0.736405,0.012777,4118726,87906,0.593416,0.017765,1607861,63446,0.593838,0.020976,132902,7844,0.602128,0.017739,1988811,74986,0.440865,0.020164,468107,24860,0.550588,0.02228,694644,29491,0.744002,0.012152,2604629,96819,0.720844,0.025026,239982,11470,0.615178,0.020808,869371,35387,0.616986,0.036132,144318,11231,0.562713,0.02171,1040671,44202,0.53991,0.014793,3941124,136928,0.488598,0.022073,399905,20218,0.615428,0.018297,131132,5191,0.660632,0.0249,1617191,67671,0.551756,0.027301,1184490,79886,0.625499,0.01901,325028,10185,0.616232,0.027783,1178702,59821,0.511477,0.021179,92252,3423
Jul 2015,homeIncludedInternet,Internet Service Provided for Entire Building/Campus/Community at Home,internetAtHome,0.018449,0.000929,1699377,85562,0.005775,0.002732,7786,3782,0.031219,0.009285,6855,2035,0.010464,0.004105,19159,7803,0.022013,0.007313,17778,5983,0.019956,0.003224,212794,34512,0.010825,0.004736,17818,7804,0.019279,0.007898,20317,8341,0.018406,0.006737,5378,1985,0.032502,0.007498,7648,1780,0.016578,0.003623,98722,21654,0.021635,0.004949,62954,14486,0.034931,0.009852,12565,3583,0.014206,0.003671,7205,1922,0.025657,0.003995,100699,15744,0.019179,0.00638,37919,12959,0.04117,0.017124,41034,17530,0.022746,0.008152,19174,6910,0.020885,0.00786,27524,10417,0.009928,0.002966,13033,3920,0.010848,0.005889,4841,2677,0.004556,0.003264,8174,5889,0.012434,0.003823,25312,7806,0.017683,0.004567,51452,13605,0.011826,0.004354,21744,8117,0.007689,0.003638,5737,2715,0.018851,0.005819,31669,9833,0.015299,0.005263,4857,1629,0.012865,0.004525,7017,2437,0.019555,0.00769,18131,7073,0.00679,0.003313,2918,1422,0.018215,0.004349,48625,11671,0.015747,0.005843,8686,3367,0.030081,0.005124,168242,28857,0.022875,0.006364,61979,17773,0.027185,0.00905,6084,1950,0.01724,0.004219,56944,14106,0.010178,0.00561,10807,6022,0.019752,0.006682,24920,8514,0.009921,0.003218,34732,11120,0.014293,0.005297,4759,1763,0.009198,0.003801,12999,5355,0.014131,0.006144,3305,1439,0.018233,0.006346,33719,11715,0.021336,0.003724,155745,27478,0.039221,0.012344,32101,10584,0.013928,0.005234,2968,1115,0.008626,0.003512,21116,8541,0.033022,0.008408,70891,18051,0.009902,0.00401,5145,2101,0.007533,0.00269,14409,5274,0.016549,0.006388,2985,1156
Jul 2015,mobileAtHome,Mobile Internet Service Used at Home,internetAtHome,0.608435,0.003447,56045591,403284,0.62078,0.025756,836922,46268,0.672268,0.020609,147624,5961,0.664519,0.026112,1216675,66710,0.641055,0.025775,517725,33144,0.626412,0.010298,6679524,145182,0.688998,0.021425,1134066,51898,0.550795,0.028327,580441,34618,0.66883,0.023029,195441,9741,0.692167,0.018436,162884,6278,0.600132,0.01278,3573814,95372,0.626196,0.021976,1822123,68252,0.642432,0.0267,231092,13246,0.722291,0.016431,366330,14703,0.616522,0.014678,2419789,77096,0.597904,0.021498,1182106,50547,0.61432,0.029882,612289,33282,0.536008,0.044932,451846,45425,0.628931,0.035478,828885,52078,0.651585,0.02058,855370,29390,0.521972,0.025856,232964,12913,0.613961,0.02206,1101670,47134,0.693315,0.018634,1411414,53949,0.561292,0.020193,1633176,78630,0.640594,0.017293,1177855,41837,0.637939,0.029589,475936,27593,0.591532,0.025713,993749,56494,0.536915,0.024355,170469,11069,0.400682,0.036592,218561,20219,0.6223,0.025109,576978,26402,0.522646,0.023706,224614,11948,0.531836,0.018797,1419714,62376,0.586582,0.024609,323576,15526,0.533201,0.014912,2982200,113743,0.489601,0.021474,1326575,77515,0.552462,0.034803,123642,11003,0.625308,0.016626,2065374,64311,0.547707,0.02369,581552,28763,0.661896,0.0192,835074,31197,0.539068,0.018919,1887187,84855,0.530473,0.025776,176604,10765,0.616769,0.025453,871620,40850,0.473579,0.024268,110774,6252,0.596072,0.019356,1102365,40376,0.70891,0.013505,5174760,148223,0.610857,0.035127,499971,30713,0.517321,0.021983,110228,5553,0.631106,0.020479,1544913,64596,0.655837,0.019087,1407926,63210,0.500225,0.048698,259932,30902,0.577305,0.031415,1104245,65312,0.582285,0.020836,105023,5014
Jul 2015,mobilityMostImportant,Mobility is Most Important Factor for Home Internet Service,internetAtHome,0.017691,0.000734,1629621,67107,0.02965,0.006188,39974,8842,0.004315,0.003013,948,661,0.011539,0.004949,21127,9132,0.029249,0.007267,23622,5968,0.014124,0.002149,150609,22931,0.002572,0.002392,4233,3930,0.020426,0.006104,21526,6497,0.020076,0.006313,5867,1873,0.017535,0.005216,4126,1244,0.018022,0.003303,107322,19632,0.035167,0.007194,102329,21126,0.011287,0.005313,4060,1929,0.020514,0.006897,10404,3394,0.018704,0.00432,73411,16877,0.027397,0.007069,54166,14179,0.024203,0.011533,24123,11504,0.019704,0.006214,16610,5307,0.023854,0.007073,31438,9326,0.03271,0.005035,42940,6528,0.022797,0.00879,10175,3922,0.010098,0.004907,18119,8690,0.00932,0.003324,18973,6724,0.016019,0.004153,46610,12130,0.015087,0.004968,27740,9116,0.030324,0.007588,22623,5404,0.017838,0.009532,29967,15633,0.022133,0.006281,7027,1990,0.010666,0.00562,5818,3096,0.012077,0.005524,11198,5167,0.020023,0.006147,8605,2633,0.005254,0.002296,14025,6160,0.013128,0.005233,7242,2809,0.019423,0.003676,108634,20582,0.012833,0.003787,34771,10525,0.020299,0.006855,4543,1533,0.02842,0.004949,93872,16182,0.013725,0.006163,14573,6515,0.007774,0.004268,9807,5410,0.015814,0.003373,55363,11808,0.015842,0.006789,5274,2299,0.01459,0.004263,20619,6025,0.020013,0.007117,4681,1736,0.024827,0.006141,45914,11320,0.019657,0.003092,143490,22502,0.008365,0.00365,6847,2993,0.012261,0.00415,2612,892,0.022706,0.005204,55584,12689,0.00951,0.003721,20417,7876,0.020893,0.003001,10857,1671,0.01123,0.004784,21481,9183,0.01843,0.004902,3324,878
Jul 2015,homePublicFreeInternet,Publicly-Available Free Internet Service at Home,internetAtHome,0.014752,0.000704,1358868,64846,0.013979,0.004063,18847,5431,0.020444,0.008216,4489,1809,0.018094,0.005639,33129,10252,0.014461,0.006582,11679,5463,0.013932,0.002214,148559,23512,0.011385,0.004412,18740,7108,0.007192,0.004203,7579,4436,0.024903,0.008222,7277,2407,0.012703,0.004546,2989,1070,0.007014,0.002283,41768,13637,0.020749,0.004697,60376,13820,0.018265,0.007387,6570,2672,0.007368,0.003105,3737,1523,0.012061,0.004475,47338,17705,0.010649,0.004262,21055,8454,0.023309,0.006346,23232,6521,0.021667,0.007384,18265,6207,0.012511,0.004836,16489,6349,0.022658,0.006543,29745,8830,0.012158,0.005165,5426,2303,0.014839,0.004775,26627,8553,0.016767,0.004633,34133,9504,0.01922,0.004938,55924,14237,0.006957,0.003587,12792,6509,0.005839,0.002849,4356,2148,0.021212,0.006324,35635,10614,0.009703,0.003545,3081,1097,0.004275,0.003004,2332,1633,0.003297,0.002568,3056,2385,0.011515,0.004986,4949,2167,0.017266,0.004792,46092,12869,0.008841,0.005654,4877,3072,0.01469,0.003121,82161,17807,0.0147,0.004558,39830,12291,0.004997,0.002825,1118,607,0.013539,0.003497,44718,11614,0.016581,0.005838,17606,5983,0.023967,0.006556,30238,8400,0.018745,0.004595,65622,15906,0.015332,0.006072,5104,2012,0.014875,0.006118,21021,8559,0.011077,0.005211,2591,1255,0.017989,0.004997,33269,9251,0.018332,0.003001,133819,22194,0.023604,0.005275,19319,4367,0.020759,0.006426,4423,1364,0.006949,0.003655,17010,8975,0.011843,0.003646,25424,7578,0.022577,0.003695,11731,1934,0.020064,0.006474,38378,12352,0.024061,0.006196,4340,1186
Jul 2015,reliabilityMostImportant,Reliability is Most Important Factor for Home Internet Service,internetAtHome,0.375833,0.002941,34619569,307009,0.40184,0.020068,541752,30081,0.360282,0.02243,79115,5244,0.396241,0.021698,725483,47416,0.343321,0.025396,277271,19114,0.368499,0.008538,3929366,110667,0.38463,0.022534,633088,40955,0.427765,0.02675,450789,31970,0.36771,0.02506,107450,8072,0.389715,0.018296,91710,4940,0.352568,0.014005,2099560,93473,0.347685,0.014437,1011704,51512,0.433949,0.020819,156098,9410,0.347486,0.020317,176237,14387,0.392935,0.015542,1542232,69082,0.368654,0.022897,728861,45716,0.387506,0.026129,386225,29181,0.372497,0.02501,314009,24832,0.350291,0.030228,461658,39531,0.345067,0.017812,452988,27046,0.422087,0.025001,188384,12362,0.425765,0.022841,763978,42406,0.394316,0.018887,802729,43379,0.382486,0.020208,1112910,59981,0.381458,0.021459,701385,46794,0.274401,0.023746,204718,18772,0.396388,0.022565,665916,48381,0.404948,0.018361,128570,8193,0.398099,0.027204,217152,14091,0.405834,0.025471,376277,26764,0.400909,0.0203,172296,9669,0.398264,0.016698,1063150,54887,0.316279,0.019071,174469,12001,0.37998,0.014477,2125235,91331,0.33752,0.018613,914511,58834,0.427524,0.031079,95681,9319,0.391375,0.016642,1292702,64955,0.32089,0.021287,340719,25551,0.388027,0.022698,489550,28318,0.377682,0.015989,1322203,77075,0.345952,0.02661,115174,8880,0.383421,0.01799,541851,30075,0.404707,0.028217,94664,7976,0.344946,0.019118,637938,45073,0.366679,0.012425,2676606,102185,0.33168,0.01778,271471,16899,0.395503,0.019564,84271,4647,0.410264,0.02047,1004304,60044,0.410874,0.022565,882050,64682,0.383872,0.02965,199471,18211,0.375849,0.027103,718907,54404,0.414344,0.019458,74733,3843
Jul 2015,satelliteAtHome,Satellite Internet Service Used at Home,internetAtHome,0.033304,0.001303,3067784,120194,0.053744,0.008291,72457,11661,0.037369,0.010542,8206,2311,0.054936,0.009131,100583,16660,0.05802,0.007339,46858,6338,0.034748,0.004808,370519,50785,0.054523,0.010339,89744,17814,0.039804,0.010168,41947,10889,0.018447,0.006671,5391,1928,0.009535,0.003989,2244,941,0.014329,0.003091,85329,18437,0.029591,0.006753,86104,19439,0.024163,0.006641,8692,2410,0.05957,0.012332,30212,6749,0.021519,0.005837,84461,22731,0.047616,0.01018,94140,20248,0.053177,0.018474,53001,18060,0.041588,0.009357,35058,8086,0.034432,0.007106,45379,9498,0.051914,0.011881,68150,15884,0.023363,0.005899,10427,2680,0.015077,0.004362,27053,7855,0.008719,0.003296,17751,6707,0.039322,0.007778,114415,22599,0.046876,0.008891,86191,16124,0.056417,0.00921,42090,5620,0.036717,0.009356,61684,16513,0.053604,0.008768,17019,3049,0.027134,0.00526,14801,2810,0.041222,0.008697,38220,7898,0.032159,0.007945,13821,3441,0.020176,0.004801,53859,13073,0.03254,0.006391,17950,3452,0.025344,0.004196,141749,23746,0.025626,0.006854,69435,18368,0.033673,0.008007,7536,1689,0.027521,0.004369,90901,14472,0.05664,0.009538,60140,10348,0.02292,0.006779,28916,8478,0.016401,0.003701,57418,13218,0.014365,0.005989,4782,1994,0.035278,0.006412,49855,9233,0.055249,0.015065,12923,3440,0.01809,0.006096,33456,11384,0.046559,0.006398,339861,46927,0.046595,0.009999,38137,8092,0.030736,0.008625,6549,1804,0.032659,0.008454,79948,20429,0.047095,0.009671,101102,19340,0.0438,0.007066,22760,3760,0.032302,0.009882,61787,19073,0.093003,0.013253,16774,2272
Jul 2015,speedMostImportant,Service Speed is Most Important Factor for Home Internet Service,internetAtHome,0.288251,0.002818,26552003,281230,0.245222,0.020333,330603,32227,0.264756,0.020703,58138,4898,0.269496,0.019524,493424,34638,0.290147,0.023383,234326,20656,0.30985,0.007621,3303981,91743,0.283051,0.019827,465892,35637,0.295409,0.023712,311308,25863,0.283576,0.022087,82865,6847,0.3467,0.017278,81587,4727,0.290215,0.012789,1728247,81751,0.301403,0.015957,877032,51295,0.3039,0.019189,109318,7878,0.314438,0.018834,159476,10712,0.256433,0.011584,1006474,47513,0.29673,0.031289,586660,60447,0.278503,0.018099,277582,19157,0.236533,0.033392,199393,26422,0.290035,0.01917,382246,25691,0.316581,0.018348,415593,24374,0.242678,0.020224,108311,9914,0.301056,0.022916,540205,43179,0.344831,0.019025,701990,43630,0.238208,0.014441,693108,45224,0.279237,0.02367,513431,45673,0.327884,0.019593,244619,17344,0.24901,0.021938,418327,36850,0.286411,0.016048,90935,5602,0.233998,0.025521,127640,14785,0.31515,0.024165,292198,24893,0.232646,0.017742,99983,8440,0.294082,0.019578,785040,52819,0.337657,0.029782,186262,19563,0.294542,0.012273,1647379,70822,0.297591,0.020273,806322,63084,0.283208,0.026832,63382,6009,0.253763,0.01508,838171,52042,0.354633,0.020552,376548,24204,0.322821,0.020302,407283,27392,0.3025,0.01688,1059003,58547,0.244426,0.022962,81374,8231,0.24899,0.019256,351873,28815,0.184653,0.021402,43192,4746,0.246558,0.019442,455979,33136,0.315427,0.012808,2302487,102730,0.338336,0.017872,276920,15067,0.277904,0.016515,59214,3754,0.303814,0.017939,743720,50217,0.243432,0.014927,522590,36188,0.257278,0.025317,133689,12637,0.221923,0.015806,424485,31691,0.289414,0.023737,52200,4724
Jul 2015,homeSubPrivateISP,Subscription to Private ISP Service at Home,internetAtHome,0.953498,0.001436,87830736,374788,0.937279,0.007764,1263619,38648,0.956631,0.009612,210068,5661,0.962413,0.009539,1762093,59897,0.946671,0.012743,764545,28033,0.948947,0.004393,10118769,146832,0.949653,0.01119,1563094,55542,0.963315,0.009331,1015163,35133,0.964376,0.008786,281803,9517,0.939672,0.009521,221128,6680,0.958058,0.00515,5705278,102686,0.944239,0.010491,2747576,70074,0.945222,0.013013,340011,13552,0.964324,0.007267,489085,17708,0.946587,0.005972,3715262,65469,0.955551,0.00936,1889206,54794,0.918723,0.024017,915686,32964,0.943806,0.011466,795614,28143,0.945131,0.012863,1245615,32328,0.95129,0.008557,1248809,31220,0.971695,0.008436,433682,11694,0.974774,0.006527,1749100,45349,0.971112,0.006181,1976940,48809,0.940946,0.010858,2737843,67109,0.956214,0.011873,1758185,39558,0.971133,0.00511,724517,27408,0.945292,0.009315,1588052,56299,0.940147,0.013677,298495,14367,0.923922,0.014729,503975,18650,0.959139,0.009892,889284,32086,0.969485,0.006573,416648,12127,0.9633,0.006642,2571492,65319,0.945488,0.010929,521559,17270,0.951567,0.006106,5322133,105214,0.929183,0.013006,2517623,68655,0.915629,0.013167,204919,8997,0.962437,0.008116,3178900,66864,0.941987,0.012231,1000196,34525,0.961113,0.008025,1212578,28348,0.979393,0.005337,3428692,109926,0.967907,0.009555,322234,11947,0.960211,0.006322,1356972,36018,0.927793,0.017344,217018,10067,0.953594,0.009051,1763559,56312,0.944948,0.006612,6897742,144574,0.926744,0.013958,758517,25597,0.968931,0.007902,206454,5675,0.969477,0.006871,2373227,68757,0.972022,0.007627,2086701,77913,0.967001,0.004737,502483,15511,0.965532,0.008273,1846828,39960,0.952313,0.009072,171763,4705
Jul 2015,homeSubPublicISP,"Subscription to Public, Nonprofit, or Coop ISP Service at Home",internetAtHome,0.018549,0.000982,1708668,90836,0.041377,0.008078,55784,11868,0.034883,0.010415,7660,2281,0.010218,0.004034,18708,7475,0.012121,0.004854,9789,3872,0.018587,0.002439,198192,25999,0.030408,0.008471,50050,14221,0.012849,0.00637,13540,6704,0.028794,0.007169,8414,2086,0.027056,0.006742,6367,1596,0.011525,0.00271,68630,16163,0.019022,0.005747,55351,16777,0.018015,0.007443,6480,2696,0.016332,0.004453,8283,2172,0.013398,0.004139,52588,16250,0.021081,0.007132,41680,13942,0.031928,0.012373,31822,12128,0.015734,0.005511,13263,4649,0.036523,0.010114,48134,13435,0.023998,0.005516,31504,7392,0.010382,0.004826,4634,2160,0.009997,0.004498,17938,8101,0.012077,0.004295,24586,8836,0.036844,0.015436,107203,46402,0.037967,0.01275,69810,24069,0.002618,0.000318,1953,228,0.02445,0.007996,41074,12900,0.041883,0.016619,13298,4976,0.041711,0.010596,22752,5734,0.01868,0.006434,17319,6008,0.015216,0.00543,6539,2340,0.005534,0.002208,14773,5903,0.028353,0.006053,15640,3383,0.018498,0.003443,103458,19517,0.025099,0.010282,68007,28283,0.067713,0.011406,15154,2550,0.018773,0.006454,62008,21628,0.022725,0.008268,24129,8600,0.01957,0.007251,24690,9266,0.012761,0.003257,44675,11471,0.006259,0.00289,2084,961,0.020924,0.006033,29569,8551,0.049572,0.011861,11595,2540,0.011853,0.004126,21920,7574,0.014353,0.00289,104770,21506,0.02467,0.006088,20192,4938,0.010466,0.004227,2230,909,0.014898,0.00435,36469,10701,0.01422,0.004156,30527,8640,0.010464,0.0051,5438,2538,0.008811,0.00329,16852,6343,0.006327,0.003176,1141,575
Jul 2015,wiredHighSpeedAtHome,Wired High-Speed Internet Service Used at Home,internetAtHome,0.761033,0.003059,70101970,385664,0.655493,0.018555,883722,39198,0.78914,0.023561,173288,6925,0.737047,0.021456,1349467,59829,0.665792,0.038436,537703,36573,0.758817,0.008289,8091381,144519,0.710962,0.034577,1170218,71851,0.792923,0.021841,835600,33905,0.775566,0.023272,226631,10507,0.785345,0.016297,184811,6700,0.76705,0.010763,4567822,106742,0.757496,0.019395,2204183,79968,0.754997,0.021589,271584,12780,0.71214,0.022999,361182,20734,0.756676,0.014124,2969881,75357,0.742794,0.019188,1468568,55219,0.763204,0.027203,760681,40247,0.759568,0.025685,640304,26529,0.768913,0.019065,1013372,37126,0.677409,0.021001,889271,32808,0.828448,0.021786,369749,13380,0.811726,0.021189,1456532,51460,0.760268,0.019592,1547714,52746,0.798662,0.016268,2323845,76395,0.798957,0.021617,1469036,58067,0.646504,0.034962,482326,39534,0.701067,0.024329,1177764,44569,0.78487,0.01673,249195,10485,0.793452,0.035234,432807,26077,0.759226,0.021639,703932,30636,0.786896,0.020221,338179,12522,0.791074,0.016619,2111742,64478,0.676499,0.026421,373177,22575,0.765407,0.012385,4280935,96225,0.764593,0.014761,2071665,63490,0.761494,0.023688,170424,8948,0.76286,0.025108,2519705,98316,0.70293,0.02075,746367,34634,0.846465,0.016303,1067934,29288,0.865018,0.010243,3028285,94202,0.802228,0.023011,267076,11421,0.761638,0.01727,1076349,37556,0.800713,0.019002,187294,7687,0.764821,0.018119,1414446,56815,0.677243,0.013841,4943602,140736,0.796066,0.017651,651560,27330,0.765425,0.021036,163092,6562,0.831344,0.015562,2035084,68900,0.803318,0.014849,1724533,61084,0.791169,0.029806,411115,15223,0.827778,0.018677,1583337,48451,0.684738,0.01819,123502,5346
Jul 2015,adultInternetUser,Ages 15+: Uses the Internet (Any Location),isAdult,0.762594,0.00236,194563383,601647,0.722277,0.020124,2800781,81040,0.823706,0.015302,455253,8451,0.711087,0.02029,3825072,113499,0.721755,0.021697,1683031,52064,0.754469,0.007006,23395892,222956,0.776909,0.01973,3339925,81647,0.782847,0.0181,2298735,53068,0.785695,0.017776,596936,14223,0.789466,0.011519,438094,6411,0.726041,0.010084,11978502,172884,0.772994,0.010921,6110757,88738,0.721451,0.019077,795258,21749,0.834907,0.01661,1056116,21207,0.821588,0.009368,8461859,104677,0.789011,0.016195,4115621,87126,0.814446,0.023486,2024103,61923,0.76554,0.017228,1723290,41074,0.76299,0.013713,2677189,52821,0.743227,0.015484,2713145,55745,0.78623,0.015835,870209,19160,0.81488,0.013572,3938860,66084,0.771865,0.013546,4312714,79007,0.759352,0.015132,6058424,125965,0.83488,0.015577,3627513,68859,0.707467,0.019325,1643886,47824,0.767564,0.014551,3716520,66903,0.769308,0.023961,638523,19213,0.794316,0.012934,1170937,19464,0.805124,0.018471,1840181,43832,0.837044,0.014263,928321,16086,0.803143,0.013317,5773581,96868,0.742372,0.019881,1209676,32338,0.747845,0.011443,12035675,183136,0.715921,0.014534,5679765,117402,0.746259,0.025201,442191,15101,0.74439,0.012346,6881171,113245,0.727542,0.01474,2207348,46009,0.828407,0.015767,2706718,55882,0.720889,0.015357,7500890,159717,0.810638,0.015661,707876,14861,0.752421,0.016111,2918695,64468,0.745293,0.02477,494305,15466,0.711557,0.015244,3754739,82228,0.744324,0.011005,15503031,230027,0.826076,0.016134,1812318,36887,0.841844,0.012698,438786,6833,0.796669,0.016327,5270193,111394,0.810072,0.0191,4592109,108364,0.720574,0.021243,1084185,33695,0.846179,0.010942,3944160,52829,0.803978,0.021653,370322,10142
Jul 2015,internetAnywhere,Anyone in Household Uses Internet From Any Location,isHouseholder,0.794094,0.002308,99691175,366285,0.736136,0.016111,1486417,36852,0.876303,0.011849,236723,5592,0.745228,0.018725,1976164,57925,0.76244,0.018273,912738,22514,0.814947,0.00652,11493412,143213,0.810376,0.01933,1747140,44157,0.802613,0.018481,1107496,36779,0.812616,0.018662,317788,10616,0.812614,0.01082,258440,6332,0.75713,0.009365,6344332,104482,0.811158,0.009816,3216505,65459,0.797349,0.015973,378629,14165,0.848767,0.021102,534648,18721,0.834502,0.009614,4196010,60689,0.798065,0.016114,2146430,50986,0.815607,0.02502,1087716,31692,0.801288,0.01647,925959,27562,0.789059,0.012749,1413752,30278,0.767846,0.015886,1446683,32172,0.807617,0.014991,475449,10660,0.852293,0.013769,1898014,48755,0.790937,0.014962,2149548,48442,0.769523,0.016623,3146393,89017,0.857829,0.014893,1977185,41878,0.741914,0.017586,877032,21848,0.789059,0.016779,1905312,39129,0.78456,0.02352,341388,11785,0.818909,0.011484,609630,15294,0.836375,0.018229,984471,32095,0.851261,0.014004,458690,11211,0.820905,0.013272,2810696,67773,0.789613,0.017383,651424,16968,0.782523,0.010704,6014725,98529,0.75945,0.015292,2993952,81287,0.772097,0.022869,242255,8295,0.765758,0.011489,3549651,68254,0.772323,0.015325,1227996,28845,0.831702,0.015485,1325574,26697,0.750667,0.015259,3770846,93969,0.835359,0.018225,352012,12795,0.793979,0.017413,1548108,39107,0.778087,0.016951,262674,7734,0.732034,0.014561,2009184,52831,0.789209,0.011179,8076160,141575,0.859866,0.015513,884588,28995,0.865479,0.012583,226989,5636,0.809579,0.014403,2593323,77369,0.844897,0.01701,2315391,72291,0.753329,0.016211,574250,18575,0.858605,0.011585,2014852,41746,0.822964,0.015317,196431,5726
Jul 2015,internetAtHome,Anyone in Household Uses Internet at Home,isHouseholder,0.733739,0.002498,92114270,359690,0.667674,0.020306,1348178,41699,0.812884,0.014991,219591,5660,0.690452,0.020459,1830911,58799,0.674626,0.024032,807614,29502,0.756078,0.00689,10663156,142264,0.763447,0.026167,1645964,52231,0.763715,0.019015,1053823,35003,0.747219,0.019691,292213,10052,0.739933,0.013641,235325,6569,0.710673,0.009785,5955047,101368,0.733819,0.011236,2909830,69181,0.757518,0.017418,359715,13864,0.805159,0.020992,507178,17255,0.780584,0.011735,3924904,68283,0.735101,0.017904,1977085,55969,0.747355,0.022521,996694,27216,0.729486,0.019072,842985,26602,0.735577,0.013379,1317928,28762,0.696761,0.013895,1312754,29240,0.758128,0.018384,446315,11774,0.805749,0.014586,1794365,45774,0.749064,0.016139,2035749,50399,0.711627,0.015488,2909672,77921,0.797743,0.015804,1838694,44415,0.631114,0.022823,746053,27980,0.695732,0.024285,1679959,51992,0.729657,0.025961,317498,12512,0.732728,0.016225,545473,16384,0.787694,0.020998,927170,32536,0.797576,0.017105,429763,12571,0.779655,0.014157,2669461,66171,0.668648,0.022333,551630,17907,0.727659,0.011703,5593017,105368,0.687296,0.016112,2709501,79301,0.713284,0.024916,223802,8556,0.712542,0.012705,3302971,69331,0.667794,0.016712,1061794,32111,0.791588,0.01678,1261639,29049,0.696915,0.01829,3500834,103677,0.790048,0.019705,332918,12162,0.724789,0.017065,1413202,35846,0.692876,0.015143,233908,8422,0.673812,0.015556,1849382,52458,0.713322,0.011956,7299597,142098,0.795601,0.018044,818475,28628,0.812423,0.016028,213074,5608,0.764195,0.015078,2447944,70742,0.783364,0.018758,2146763,75382,0.681676,0.015571,519630,16397,0.815098,0.015342,1912757,41611,0.755649,0.018344,180364,5663
